estado,zona,codigo_postal,ciudad
Cojedes,El Baúl,2213,El Baúl
Cojedes,El Pao,2214,El Pao
Cojedes,El Torito,6401,El Torito
Cojedes,Guadarrama,2213,Guadarrama
Cojedes,La Aguadita,2207,La Aguadita
Cojedes,La Sierra,2203,La Sierra
Cojedes,Las Vegas,2204,Las Vegas
Cojedes,Libertad de Cojedes,2216,Libertad de Cojedes
Cojedes,Macapo,2207,Macapo
Cojedes,Manrique,2203,Manrique
Cojedes,Otras Poblaciones,2201,San Carlos
Cojedes,Otras Poblaciones,6401,San Carlos
Cojedes,San Carlos,2201,San Carlos
Cojedes,Tinaco,2206,San Carlos
Cojedes,Tinaquillo,2209,Tinaquillo
Cojedes,Vallecito,2207,Vallecito
Delta Amacuro,Coporito,6401,Coporito
Delta Amacuro,Curiapo,6401,Curiapo
Delta Amacuro,La Orquesta,6401,La Orquesta
Delta Amacuro,Macareito,6401,Macareito
Delta Amacuro,Pedernales,6401,Tucupita
Delta Amacuro,Piacoa,6401,Piacoa
Delta Amacuro,Sacupana,6401,Sacupana
Delta Amacuro,San José de Mazareito,6401,San José de Mazareito
Delta Amacuro,Santa Catalina,6401,Santa Catalina
Delta Amacuro,Tabasca,6401,Tabasca
Delta Amacuro,Tucupita,6401,Tucupita
Delta Amacuro,Uracoa,6401,Uracoa
Distrito Capital,Antímano (Caracas),1000,Caracas
Distrito Capital,Aragüita,1223,Aragüita
Distrito Capital,Barrio 11 de Agosto (Caracas),1010,Caracas
Distrito Capital,Barrio 12 de Octubre (Caracas),1073,Caracas
Distrito Capital,Barrio 1º de Noviembre (Caracas),1073,Caracas
Distrito Capital,Barrio 24 de Julio (Caracas),1073,Caracas
Distrito Capital,Barrio 29 de Julio (Caracas),1020,Caracas
Distrito Capital,Barrio 5 de Julio (Caracas),1073,Caracas
Distrito Capital,Barrio Agricultura (Caracas),1073,Caracas
Distrito Capital,Barrio Agua Amarilla (Caracas),1073,Caracas
Distrito Capital,Barrio Aguacatico (Caracas),1073,Caracas
Distrito Capital,Barrio Aguacaticos (Caracas),1040,Caracas
Distrito Capital,Barrio Ajuro (Caracas),1040,Caracas
Distrito Capital,Barrio Alberto Ravell (Caracas),1010,Caracas
Distrito Capital,Barrio Alcabala (Caracas),1073,Caracas
Distrito Capital,Barrio Alfredo Rojas (Caracas),1020,Caracas
Distrito Capital,Barrio Altos de Cútira (Caracas),1030,Caracas
Distrito Capital,Barrio Altos de Lídice (Caracas),1010,Caracas
Distrito Capital,Barrio Anauco (Caracas),1010,Caracas
Distrito Capital,Barrio Andrés Bello (Caracas),1050,Caracas
Distrito Capital,Barrio Andrés Eloy Blanco (Caracas),1030,Caracas
Distrito Capital,Barrio Angarita (Caracas),1030,Caracas
Distrito Capital,Barrio Antonio José de Sucre (Caracas),1073,Caracas
Distrito Capital,Barrio Atlántico (Caracas),1030,Caracas
Distrito Capital,Barrio Bambú (Caracas),1010,Caracas
Distrito Capital,Barrio Boca de Lobo (Caracas),1000,Caracas
Distrito Capital,Barrio Bosque de la Virgen (Caracas),1083,Caracas
Distrito Capital,Barrio Brisas de Casalta (Caracas),1030,Caracas
Distrito Capital,Barrio Brisas de Petare (Caracas),1073,Caracas
Distrito Capital,Barrio Brisas de Propatria (Caracas),1030,Caracas
Distrito Capital,Barrio Brisas del Paraíso (Caracas),1020,Caracas
Distrito Capital,Barrio Bruzual (Caracas),1040,Caracas
Distrito Capital,Barrio Buenos Aires El Paraiso,1020,Barrio Buenos Aires El Paraiso
Distrito Capital,Barrio Buenos Aires Petare,1073,Barrio Buenos Aires Petare
Distrito Capital,Barrio Campo Rico (Caracas),1073,Caracas
Distrito Capital,Barrio Caño Amarillo (Caracas),1030,Caracas
Distrito Capital,Barrio Caraballo (Caracas),1000,Caracas
Distrito Capital,Barrio Carapa (Caracas),1000,Caracas
Distrito Capital,Barrio Carapita (Caracas),1000,Caracas
Distrito Capital,Barrio Caucagüita,1073,Barrio Caucagüita
Distrito Capital,Barrio Centro Italo (Caracas),1080,Caracas
Distrito Capital,Barrio Cerro Grande (Caracas),1040,Caracas
Distrito Capital,Barrio Colón (Caracas),1030,Caracas
Distrito Capital,Barrio Copey (Caracas),1000,Caracas
Distrito Capital,Barrio Coromoto (Caracas),1020,Caracas
Distrito Capital,Barrio Corral de Piedra (Caracas),1000,Caracas
Distrito Capital,Barrio Cortada de Catia (Caracas),1030,Caracas
Distrito Capital,Barrio Cortijos (Caracas),1050,Caracas
Distrito Capital,Barrio Cotiza (Caracas),1010,Caracas
Distrito Capital,Barrio Cristal (Caracas),1000,Caracas
Distrito Capital,Barrio El Algodonal (Caracas),1020,Caracas
Distrito Capital,Barrio El Calvario (Caracas),1030,Caracas
Distrito Capital,Barrio El Campito (Caracas),1073,Caracas
Distrito Capital,Barrio El Carmen Catia,1030,Barrio El Carmen Catia
Distrito Capital,Barrio El Cerrito (Caracas),1073,Caracas
Distrito Capital,Barrio El Desvío (Caracas),1040,Caracas
Distrito Capital,Barrio El Encanto (Caracas),1073,Caracas
Distrito Capital,Barrio El Esfuerzo (Caracas),1073,Caracas
Distrito Capital,Barrio El Guarataro (Caracas),1020,Caracas
Distrito Capital,Barrio El Güire (Caracas),1080,Caracas
Distrito Capital,Barrio El Mamón (Caracas),1010,Caracas
Distrito Capital,Barrio El Manguito San Agustin del Sur,1010,Barrio El Manguito San Agustin del Sur
Distrito Capital,Barrio El Matadero (Caracas),1073,Caracas
Distrito Capital,Barrio El Mirador (Caracas),1030,Caracas
Distrito Capital,Barrio El Morro (Caracas),1073,Caracas
Distrito Capital,Barrio El Mosquito (Caracas),1073,Caracas
Distrito Capital,Barrio El Nazareno (Caracas),1030,Caracas
Distrito Capital,Barrio El Observatorio (Caracas),1030,Caracas
Distrito Capital,Barrio El Refugio (Caracas),1030,Caracas
Distrito Capital,Barrio El Retiro (Caracas),1010,Caracas
Distrito Capital,Barrio El Sifón (Caracas),1000,Caracas
Distrito Capital,Barrio El Triángulo El Cementerio,1040,Barrio El Triángulo El Cementerio
Distrito Capital,Barrio El Triángulo La Vega,1020,Barrio El Triángulo La Vega
Distrito Capital,Barrio Fátima I y II (Caracas),1073,Caracas
Distrito Capital,Barrio Fundación Mendoza (Caracas),1073,Caracas
Distrito Capital,Barrio Gato Negro (Caracas),1030,Caracas
Distrito Capital,Barrio Gramoven (Caracas),1030,Caracas
Distrito Capital,Barrio Guaicaipuro I (Caracas),1030,Caracas
Distrito Capital,Barrio Guaicaipuro II (Caracas),1030,Caracas
Distrito Capital,Barrio Guaicoco (Caracas),1073,Caracas
Distrito Capital,Barrio Guzmán Blanco (Caracas),1020,Caracas
Distrito Capital,Barrio Hoyada (Caracas),1020,Caracas
Distrito Capital,Barrio Hoyo de Las Delicias (Caracas),1050,Caracas
Distrito Capital,Barrio Isaías Medina (Caracas),1030,Caracas
Distrito Capital,Barrio Jardín (Caracas),1010,Caracas
Distrito Capital,Barrio José Félix Rivas (Caracas),1073,Caracas
Distrito Capital,Barrio José Gregorio Hernández (Caracas),1010,Caracas
Distrito Capital,Barrio Juan XXIII (Caracas),1000,Caracas
Distrito Capital,Barrio Julián Blanco (Caracas),1073,Caracas
Distrito Capital,Barrio La Bandera (Caracas),1040,Caracas
Distrito Capital,Barrio La Barraca (Caracas),1040,Caracas
Distrito Capital,Barrio La Bombilla (Caracas),1073,Caracas
Distrito Capital,Barrio La Ceiba (Caracas),1010,Caracas
Distrito Capital,Barrio La Ceibita (Caracas),1040,Caracas
Distrito Capital,Barrio La Charneca (Caracas),1010,Caracas
Distrito Capital,Barrio La Cuesta (Caracas),1073,Caracas
Distrito Capital,Barrio La Dolorita (Caracas),1073,Caracas
Distrito Capital,Barrio La Fénix (Caracas),1073,Caracas
Distrito Capital,Barrio La Lagunita (Caracas),1073,Caracas
Distrito Capital,Barrio La Libertad (Caracas),1073,Caracas
Distrito Capital,Barrio La Línea (Caracas),1073,Caracas
Distrito Capital,Barrio La Mampita (Caracas),1073,Caracas
Distrito Capital,Barrio La Matanza (Caracas),1040,Caracas
Distrito Capital,Barrio La Pedrera (Caracas),1073,Caracas
Distrito Capital,Barrio La Planada (Caracas),1073,Caracas
Distrito Capital,Barrio La Puma Rosa (Caracas),1073,Caracas
Distrito Capital,Barrio La Rubia (Caracas),1073,Caracas
Distrito Capital,Barrio La Silsa (Caracas),1030,Caracas
Distrito Capital,Barrio La Trilla (Caracas),1010,Caracas
Distrito Capital,Barrio La Veguita (Caracas),1020,Caracas
Distrito Capital,Barrio La Yagüara II (Caracas),1000,Caracas
Distrito Capital,Barrio Ladera (Caracas),1020,Caracas
Distrito Capital,Barrio Larrazabal (Caracas),1030,Caracas
Distrito Capital,Barrio Las Adjuntas (Caracas),1000,Caracas
Distrito Capital,Barrio Las Luces (Caracas),1040,Caracas
Distrito Capital,Barrio Las Mayas (Caracas),1090,Caracas
Distrito Capital,Barrio Las Tapias (Caracas),1073,Caracas
Distrito Capital,Barrio Las Tunítas (Caracas),1030,Caracas
Distrito Capital,Barrio Lídice (Caracas),1010,Caracas
Distrito Capital,Barrio Los Alpes (Caracas),1040,Caracas
Distrito Capital,Barrio Los Andinos (Caracas),1010,Caracas
Distrito Capital,Barrio Los Cangilones (Caracas),1020,Caracas
Distrito Capital,Barrio Los Cujicitos La Vega,1020,Barrio Los Cujicitos La Vega
Distrito Capital,Barrio Los Cujicitos San Jose,1010,Barrio Los Cujicitos San Jose
Distrito Capital,Barrio Los Erasos (Caracas),1010,Caracas
Distrito Capital,Barrio Los Eucaliptos (Caracas),1020,Caracas
Distrito Capital,Barrio Los Frailes,1030,Barrio Los Frailes
Distrito Capital,Barrio Los Higitos,1030,Barrio Los Higitos
Distrito Capital,Barrio Los Lanos (Caracas),1010,Caracas
Distrito Capital,Barrio Los Manolos (Caracas),1050,Caracas
Distrito Capital,Barrio Los Mecedores (Caracas),1010,Caracas
Distrito Capital,Barrio Los Paraparos (Caracas),1020,Caracas
Distrito Capital,Barrio Maca (Caracas),1073,Caracas
Distrito Capital,Barrio Mamera (Caracas),1000,Caracas
Distrito Capital,Barrio Marín (Caracas),1010,Caracas
Distrito Capital,Barrio Medina Angarita (Caracas),1073,Caracas
Distrito Capital,Barrio Mesuca (Caracas),1073,Caracas
Distrito Capital,Barrio Minas de Baruta (Caracas),1080,Caracas
Distrito Capital,Barrio Monseñor Lebrúm (Caracas),1073,Caracas
Distrito Capital,Barrio Naranjal 1 y 2 (Caracas),1020,Caracas
Distrito Capital,Barrio Nazareno (Caracas),1073,Caracas
Distrito Capital,Barrio Negro Primero (Caracas),1073,Caracas
Distrito Capital,Barrio Nuevo Chapellin (Caracas),1050,Caracas
Distrito Capital,Barrio Nuevo Mundo (Caracas),1020,Caracas
Distrito Capital,Barrio Palo Grande (Caracas),1020,Caracas
Distrito Capital,Barrio Parate Bueno,1000,Barrio Parate Bueno
Distrito Capital,Barrio Plan de Manzano,1030,Barrio Plan de Manzano
Distrito Capital,Barrio Providencia,1040,Barrio Providencia
Distrito Capital,Barrio Puerta de Caracas,1010,Barrio Puerta de Caracas
Distrito Capital,Barrio Quebrada Honda,1050,Barrio Quebrada Honda
Distrito Capital,Barrio Ruperto Lugo,1030,Barrio Ruperto Lugo
Distrito Capital,Barrio Sabana Del Blanco,1010,Barrio Sabana Del Blanco
Distrito Capital,Barrio San Andrés,1040,Barrio San Andrés
Distrito Capital,Barrio San Miguel Cota 905,1020,Barrio San Miguel Cota 905
Distrito Capital,Barrio San Pascual,1073,Barrio San Pascual
Distrito Capital,Barrio San Rafael o Sucre,1020,Barrio San Rafael o Sucre
Distrito Capital,Barrio Simon Bolívar,1030,Barrio Simon Bolívar
Distrito Capital,Barrio Unidos,1000,Barrio Unidos
Distrito Capital,Barrio Valle Fresco,1073,Barrio Valle Fresco
Distrito Capital,Barrio Zamora,1040,Barrio Zamora
Distrito Capital,Baruta (Caracas),1080,Caracas
Distrito Capital,Bella Vista (Caracas),1073,Caracas
Distrito Capital,Birongo,1232,Birongo
Distrito Capital,Cafetal (Caracas),1061,Caracas
Distrito Capital,Candelaria (Caracas),1010,Caracas
Distrito Capital,Caricuao (Caracas),1083,Caracas
Distrito Capital,Carmeliatas (Caracas),1010,Caracas
Distrito Capital,Carpintero (Caracas),1073,Caracas
Distrito Capital,Centro Comercial Tamanaco (Caracas),1064,Caracas
Distrito Capital,Centro Médico Docente (Caracas),1083,Caracas
Distrito Capital,Chichiriviche,1162,Chichiriviche
Distrito Capital,Colonia Mendoza,1209,Colonia Mendoza
Distrito Capital,Corocito,1209,Corocito
Distrito Capital,El Clavo,1241,El Clavo
Distrito Capital,El Polvorín (Caracas),1010,Caracas
Distrito Capital,El Valle,1090,El Valle
Distrito Capital,La Candelaria (Caracas),1010,Caracas
Distrito Capital,La Democracia,1209,La Democracia
Distrito Capital,La Pastora (Caracas),1010,Caracas
Distrito Capital,La Vega (Caracas),1020,Caracas
Distrito Capital,Las Casitas (Caracas),1020,Caracas
Distrito Capital,Llanos de Miquillen,1201,Llanos de Miquillen
Distrito Capital,Loma del Aguila (Caracas),1080,Caracas
Distrito Capital,Lomas de Terrabel (Caracas),1083,Caracas
Distrito Capital,Los Magallanes,1030,Los Magallanes
Distrito Capital,Macarao (Caracas),1000,Caracas
Distrito Capital,Merecure,1241,Merecure
Distrito Capital,Otras Poblaciones o Sectores,1020,Otras Poblaciones o Sectores
Distrito Capital,Panaquire,1226,Panaquire
Distrito Capital,Paraíso (Caracas),1020,Caracas
Distrito Capital,Párate Bueno (Caracas),1000,Caracas
Distrito Capital,Parroquia Altagracia (Caracas),1010,Caracas
Distrito Capital,Parroquia Catedral (Caracas),1010,Caracas
Distrito Capital,Parroquia Santa Teresa (Caracas),1010,Caracas
Distrito Capital,Pérez Bonalde (Caracas),1030,Caracas
Distrito Capital,Piedra Azul (Caracas),1080,Caracas
Distrito Capital,Piedras Pintadas (Caracas),1083,Caracas
Distrito Capital,Pinto Salinas (Caracas),1050,Caracas
Distrito Capital,Plaza Venezuela (Caracas),1050,Caracas
Distrito Capital,Potrerito (Caracas),1090,Caracas
Distrito Capital,Prado de María (Caracas),1040,Caracas
Distrito Capital,Primero de Mayo (Caracas),1010,Caracas
Distrito Capital,Propatria,1030,Propatria
Distrito Capital,Providencia (Caracas),1040,Caracas
Distrito Capital,Puerta de Caracas (Caracas),1010,Caracas
Distrito Capital,Quebrada Honda (Caracas),1050,Caracas
Distrito Capital,Quinta Crespo (Caracas),1010,Caracas
Distrito Capital,Quiripital,1209,Quiripital
Distrito Capital,Ruiz Pineda (Caracas),1000,Caracas
Distrito Capital,Sabana de Blanco,1010,Sabana de Blanco
Distrito Capital,Sabana Grande (Caracas),1050,Caracas
Distrito Capital,San Agustín del Norte (Caracas),1010,Caracas
Distrito Capital,San Agustín del Sur (Caracas),1010,Caracas
Distrito Capital,San Andrés (Caracas),1040,Caracas
Distrito Capital,San Antonio (Caracas),1040,Caracas
Distrito Capital,San Antonio Landér,1215,San Antonio Landér
Distrito Capital,San Antonio(Caracas),1050,Caracas
Distrito Capital,San Bernardino (Caracas),1010,Caracas
Distrito Capital,San José (Caracas),1010,Caracas
Distrito Capital,San José del Avila (Caracas),1010,Caracas
Distrito Capital,San Luis (Caracas),1061,Caracas
Distrito Capital,San Marino (Caracas),1060,Caracas
Distrito Capital,San Martín (Caracas),1020,Caracas
Distrito Capital,San Michele (Caracas),1071,Caracas
Distrito Capital,San Miguel (Caracas),1020,Caracas
Distrito Capital,San Miguel (Caracas),1040,Caracas
Distrito Capital,San Miguel (Caracas),1073,Caracas
Distrito Capital,San Pascual (Caracas),1073,Caracas
Distrito Capital,San Rafael o Sucre (Caracas),1020,Caracas
Distrito Capital,San Román (Caracas),1061,Caracas
Distrito Capital,Sans Souci (Caracas),1050,Caracas
Distrito Capital,Santa Ana (Caracas),1061,Caracas
Distrito Capital,Santa Barbara,1243,Santa Barbara
Distrito Capital,Santa Cecilia (Caracas),1071,Caracas
Distrito Capital,Santa Clara (Caracas),1061,Caracas
Distrito Capital,Santa Eduvigis (Caracas),1071,Caracas
Distrito Capital,Santa Fe (Caracas),1080,Caracas
Distrito Capital,Santa Gertrudis,1080,Santa Gertrudis
Distrito Capital,Santa Inés (Caracas),1080,Caracas
Distrito Capital,Santa María (Caracas),1071,Caracas
Distrito Capital,Santa Marta (Caracas),1061,Caracas
Distrito Capital,Santa Mónica (Caracas),1040,Caracas
Distrito Capital,Santa Rosa (Caracas),1050,Caracas
Distrito Capital,Santa Sofía (Caracas),1061,Caracas
Distrito Capital,Sarría (Caracas),1050,Caracas
Distrito Capital,Sartenejas (Caracas),1080,Caracas
Distrito Capital,Simón Rodríguez (Caracas),1050,Caracas
Distrito Capital,Solares del Carmen (Caracas),1083,Caracas
Distrito Capital,Sorocaima (Caracas),1080,Caracas
Distrito Capital,Taguao,1162,Taguao
Distrito Capital,Tapipa,1224,Tapipa
Distrito Capital,Terrazas de Carapita (Caracas),1000,Caracas
Distrito Capital,Terrazas de Caricuao (Caracas),1000,Caracas
Distrito Capital,Turiamo (Caracas),1020,Caracas
Distrito Capital,U.C.V. (Caracas),1053,Caracas
Distrito Capital,Unidos (Caracas),1000,Caracas
Distrito Capital,Unión (Caracas),1020,Caracas
Distrito Capital,Urbanización (Caracas),1073,Caracas
Distrito Capital,Urbanización 23 de Enero (Caracas),1030,Caracas
Distrito Capital,Urbanización Alberto Ravell (Caracas),1040,Caracas
Distrito Capital,Urbanización Alegría (Caracas),1071,Caracas
Distrito Capital,Urbanización Alta Florida (Caracas),1050,Caracas
Distrito Capital,Urbanización Alta Vista (Caracas),1030,Caracas
Distrito Capital,Urbanización Artígas (Caracas),1020,Caracas
Distrito Capital,Urbanización Arvelo (Caracas),1020,Caracas
Distrito Capital,Urbanización Bella Vista (Caracas),1020,Caracas
Distrito Capital,Urbanización Bello Monte (Caracas),1050,Caracas
Distrito Capital,Urbanización Bicentenario (Caracas),1090,Caracas
Distrito Capital,Urbanización Bolívar (Caracas),1060,Caracas
Distrito Capital,Urbanización Buen Pastor (Caracas),1071,Caracas
Distrito Capital,Urbanización Buena Vista (Caracas),1073,Caracas
Distrito Capital,Urbanización Campo Claro (Caracas),1071,Caracas
Distrito Capital,Urbanización Cañada de La Iglesia (Caracas),1030,Caracas
Distrito Capital,Urbanización Cantarrana (Caracas),1080,Caracas
Distrito Capital,Urbanización Caricuao (Caracas),1000,Caracas
Distrito Capital,Urbanización Casalta II (Caracas),1030,Caracas
Distrito Capital,Urbanización Casalta III (Caracas),1030,Caracas
Distrito Capital,Urbanización Catia (Caracas),1030,Caracas
Distrito Capital,Urbanización Cementerio (Caracas),1040,Caracas
Distrito Capital,Urbanización Chacaito (Caracas),1050,Caracas
Distrito Capital,Urbanización Chapellín,1050,Urbanización Chapellín
Distrito Capital,Urbanización Charallavito (Caracas),1080,Caracas
Distrito Capital,Urbanización Ciudad Industrial Catia (Caracas),1030,Caracas
Distrito Capital,Urbanización Coche (Caracas),1090,Caracas
Distrito Capital,Urbanización Cochecito (Caracas),1090,Caracas
Distrito Capital,Urbanización Colinas de Bella Vista (Caracas),1020,Caracas
Distrito Capital,Urbanización Colinas de Coche (Caracas),1090,Caracas
Distrito Capital,Urbanización Colinas de Las Acacias (Caracas),1040,Caracas
Distrito Capital,Urbanización Colinas de Los Caobos (Caracas),1050,Caracas
Distrito Capital,Urbanización Colinas de Los Chaguaramos (Caracas),1040,Caracas
Distrito Capital,Urbanización Colinas de Santa Mónica (Caracas),1040,Caracas
Distrito Capital,Urbanización Colinas de Vista Alegre (Caracas),1020,Caracas
Distrito Capital,Urbanización Continente (Caracas),1030,Caracas
Distrito Capital,Urbanización Coracrevi (Caracas),1080,Caracas
Distrito Capital,Urbanización Cortijos de Sarría (Caracas),1050,Caracas
Distrito Capital,Urbanización Cristóbal Rojas (Caracas),1090,Caracas
Distrito Capital,Urbanización Delgado Chalbaud (Caracas),1090,Caracas
Distrito Capital,Urbanización Diego de Lozada (Caracas),1010,Caracas
Distrito Capital,Urbanización El Amparo (Caracas),1030,Caracas
Distrito Capital,Urbanización El Bosque,1050,Urbanización El Bosque
Distrito Capital,Urbanización El Bosque (Caracas),1050,Caracas
Distrito Capital,Urbanización El Conde (Caracas),1010,Caracas
Distrito Capital,Urbanización El Estadio (Caracas),1020,Caracas
Distrito Capital,Urbanización El Manicomio,1030,Urbanización El Manicomio
Distrito Capital,Urbanización El Paraíso (Caracas),1020,Caracas
Distrito Capital,Urbanización El Parque (Caracas),1071,Caracas
Distrito Capital,Urbanización El Pinar (Caracas),1020,Caracas
Distrito Capital,Urbanización El Rosario (Caracas),1071,Caracas
Distrito Capital,Urbanización El Silencio (Caracas),1010,Caracas
Distrito Capital,Urbanización El Topito (Caracas),1010,Caracas
Distrito Capital,Urbanización Gran Colombia (Caracas),1040,Caracas
Distrito Capital,Urbanización Guaicaipuro (Caracas),1050,Caracas
Distrito Capital,Urbanización Guaicay (Caracas),1080,Caracas
Distrito Capital,Urbanización Hijos de Dios (Caracas),1010,Caracas
Distrito Capital,Urbanización Hipódromo (Caracas),1090,Caracas
Distrito Capital,Urbanización Horizonte (Caracas),1071,Caracas
Distrito Capital,Urbanización Hornos de Cal (Caracas),1010,Caracas
Distrito Capital,Urbanización Industrial (Caracas),1030,Caracas
Distrito Capital,Urbanización Industrial Carapa (Caracas),1000,Caracas
Distrito Capital,Urbanización Industrial La Yaguara (Caracas),1020,Caracas
Distrito Capital,Urbanización Industrial San Martín (Caracas),1020,Caracas
Distrito Capital,Urbanización Kennedy (Caracas),1000,Caracas
Distrito Capital,Urbanización La Campiña (Caracas),1050,Caracas
Distrito Capital,Urbanización La Colina (Caracas),1050,Caracas
Distrito Capital,Urbanización La Florida (Caracas),1050,Caracas
Distrito Capital,Urbanización La Hacienda (Caracas),1000,Caracas
Distrito Capital,Urbanización La Haciendita (Caracas),1000,Caracas
Distrito Capital,Urbanización La Montaña (Caracas),1020,Caracas
Distrito Capital,Urbanización La Palmita (Caracas),1010,Caracas
Distrito Capital,Urbanización La Paz (Caracas),1020,Caracas
Distrito Capital,Urbanización La Quebradita (Caracas),1020,Caracas
Distrito Capital,Urbanización La Rinconada (Caracas),1090,Caracas
Distrito Capital,Urbanización La Unión (Caracas),1083,Caracas
Distrito Capital,Urbanización La Vizcaya (Caracas),1061,Caracas
Distrito Capital,Urbanización Las Américas (Caracas),1020,Caracas
Distrito Capital,Urbanización Las Delicias (Caracas),1050,Caracas
Distrito Capital,Urbanización Las Dos Rosas (Caracas),1020,Caracas
Distrito Capital,Urbanización Las Flores de Puente Hierro (Caracas),1010,Caracas
Distrito Capital,Urbanización Las Fuentes (Caracas),1020,Caracas
Distrito Capital,Urbanización Las Lomas,1080,Urbanización Las Lomas
Distrito Capital,Urbanización Las Lomas (Caracas),1080,Caracas
Distrito Capital,Urbanización Las Lomas de La Florida (Caracas),1050,Caracas
Distrito Capital,Urbanización Las Lomas de San Rafael (Caracas),1050,Caracas
Distrito Capital,Urbanización Las Lomitas (Caracas),1020,Caracas
Distrito Capital,Urbanización Las Marías (Caracas),1083,Caracas
Distrito Capital,Urbanización Las Mesetas (Caracas),1061,Caracas
Distrito Capital,Urbanización Las Palmas (Caracas),1050,Caracas
Distrito Capital,Urbanización Loira (Caracas),1020,Caracas
Distrito Capital,Urbanización Lomas de Propatria (Caracas),1030,Caracas
Distrito Capital,Urbanización Lomas de San Román (Caracas),1061,Caracas
Distrito Capital,Urbanización Lomas de Santa Marta (Caracas),1061,Caracas
Distrito Capital,Urbanización Lomas de Urdaneta,1030,Urbanización Lomas de Urdaneta
Distrito Capital,Urbanización Lomas del Mirador (Caracas),1061,Caracas
Distrito Capital,Urbanización Longaray (Caracas),1040,Caracas
Distrito Capital,Urbanización Los Campitos (Caracas),1080,Caracas
Distrito Capital,Urbanización Los Caobos (Caracas),1050,Caracas
Distrito Capital,Urbanización Los Carmenes (Caracas),1040,Caracas
Distrito Capital,Urbanización Los Castaños (Caracas),1040,Caracas
Distrito Capital,Urbanización Los Cedros (Caracas),1050,Caracas
Distrito Capital,Urbanización Los Chaguaramos (Caracas),1040,Caracas
Distrito Capital,Urbanización los flores de Catia,1030,Urbanización los flores de Catia
Distrito Capital,Urbanización Los Geranios (Caracas),1083,Caracas
Distrito Capital,Urbanización Los Guayabitos (Caracas),1080,Caracas
Distrito Capital,Urbanización Los Laureles (Caracas),1020,Caracas
Distrito Capital,"Urbanización Los Mangos (La Florida, Caracas)",1050,"Urbanización Los Mangos (La Florida, Caracas)"
Distrito Capital,"Urbanización Los Mangos (San Martín, Caracas)",1020,"Urbanización Los Mangos (San Martín, Caracas)"
Distrito Capital,Urbanización Los Molinos (Caracas),1020,Caracas
Distrito Capital,Urbanización Los Palos Grandes (Caracas),1060,Caracas
Distrito Capital,Urbanización Los Pomelos (Caracas),1061,Caracas
Distrito Capital,Urbanización Los Rosales (Caracas),1040,Caracas
Distrito Capital,Urbanización Luis Hurtado,1030,Urbanización Luis Hurtado
Distrito Capital,Urbanización Mariperez (Caracas),1050,Caracas
Distrito Capital,"Urbanización Miranda (Casalta, Caracas)",1030,"Urbanización Miranda (Casalta, Caracas)"
Distrito Capital,Urbanización Mis Encantos (Caracas),1060,Caracas
Distrito Capital,Urbanización Montalban (Caracas),1020,Caracas
Distrito Capital,Urbanización Monte Cristo (Caracas),1071,Caracas
Distrito Capital,Urbanización Monte Elena (Caracas),1080,Caracas
Distrito Capital,Urbanización Monte Piedad,1030,Urbanización Monte Piedad
Distrito Capital,Urbanización Monte Piedad (Caracas),1030,Caracas
Distrito Capital,Urbanización Monterrey (Caracas),1080,Caracas
Distrito Capital,Urbanización Nueva Caracas (Caracas),1030,Caracas
Distrito Capital,Urbanización Nueva Granada,1040,Urbanización Nueva Granada
Distrito Capital,Urbanización Oritopo (Caracas),1083,Caracas
Distrito Capital,Urbanización Parque Avila (Caracas),1050,Caracas
Distrito Capital,Urbanización Parque Carabobo (Caracas),1010,Caracas
Distrito Capital,Urbanización Parque Central (Caracas),1010,Caracas
Distrito Capital,Urbanización Parque Humboldt (Caracas),1080,Caracas
Distrito Capital,Urbanización Pedro Camejo (Caracas),1050,Caracas
Distrito Capital,Urbanización Perez Bonalde,1030,Urbanización Perez Bonalde
Distrito Capital,Urbanización Piedra Azul,1080,Urbanización Piedra Azul
Distrito Capital,Urbanización Pinto Salinas,1050,Urbanización Pinto Salinas
Distrito Capital,Urbanización Potrerito,1090,Urbanización Potrerito
Distrito Capital,Urbanización Prados De Maria,1040,Urbanización Prados De Maria
Distrito Capital,Urbanización Propatria,1030,Urbanización Propatria
Distrito Capital,Urbanización Quinta Crespo,1010,Urbanización Quinta Crespo
Distrito Capital,Urbanización Ruiz Pineda,1000,Urbanización Ruiz Pineda
Distrito Capital,Urbanización Sabana Grande,1050,Urbanización Sabana Grande
Distrito Capital,Urbanización San Agustin Del Norte,1010,Urbanización San Agustin Del Norte
Distrito Capital,Urbanización San Agustin Del Sur,1010,Urbanización San Agustin Del Sur
Distrito Capital,Urbanización San Antonio El Valle,1040,Urbanización San Antonio El Valle
Distrito Capital,Urbanización San Antonio Sabana Grande,1050,Urbanización San Antonio Sabana Grande
Distrito Capital,Urbanización San Bernardino,1010,Urbanización San Bernardino
Distrito Capital,Urbanización San Jose Del Avila,1010,Urbanización San Jose Del Avila
Distrito Capital,Urbanización San Luis,1061,Urbanización San Luis
Distrito Capital,Urbanización San Marino,1060,Urbanización San Marino
Distrito Capital,Urbanización San Martín,1020,Urbanización San Martín
Distrito Capital,Urbanización San Michele,1071,Urbanización San Michele
Distrito Capital,Urbanización San Román,1061,Urbanización San Román
Distrito Capital,Urbanización Santa Ana,1061,Urbanización Santa Ana
Distrito Capital,Urbanización Santa Cecilia,1071,Urbanización Santa Cecilia
